,collected_at,sensor_name,last_update,trigger,annotation
225253,2022-07-07 11:50:26.759053+10:00,m1,2022-07-07 11:27:45+10:00,,
226289,2022-07-07 11:28:03.161212+10:00,m7,2022-07-07 11:27:48+10:00,,
226827,2022-07-07 11:28:31.194634+10:00,m7,2022-07-07 11:28:08+10:00,,
226890,2022-07-07 11:28:31.201968+10:00,m4,2022-07-07 11:28:12+10:00,,
227376,2022-07-07 11:28:45.218840+10:00,m7,2022-07-07 11:28:31+10:00,,
227619,2022-07-07 11:28:57.238156+10:00,m4,2022-07-07 11:28:32+10:00,,
227781,2022-07-07 11:29:07.238332+10:00,m7,2022-07-07 11:28:51+10:00,,
227844,2022-07-07 11:29:13.256450+10:00,m4,2022-07-07 11:28:56+10:00,,
228241,2022-07-07 11:29:55.301638+10:00,m7,2022-07-07 11:29:12+10:00,,
228442,2022-07-07 11:29:25.289198+10:00,m4,2022-07-07 11:29:22+10:00,,
228574,2022-07-07 11:30:07.321285+10:00,m4,2022-07-07 11:29:43+10:00,,
228710,2022-07-07 11:30:29.353044+10:00,m4,2022-07-07 11:30:07+10:00,,
229153,2022-07-07 11:30:37.347680+10:00,m7,2022-07-07 11:30:18+10:00,,
229463,2022-07-07 11:30:43.360746+10:00,m4,2022-07-07 11:30:29+10:00,,
230796,2022-07-07 11:30:57.375593+10:00,m7,2022-07-07 11:30:38+10:00,,
231598,2022-07-07 11:31:09.394751+10:00,m4,2022-07-07 11:30:49+10:00,,
232089,2022-07-07 11:31:23.405065+10:00,m7,2022-07-07 11:30:58+10:00,,
232345,2022-07-07 11:31:31.423605+10:00,m4,2022-07-07 11:31:09+10:00,,
232534,2022-07-07 11:31:51.443638+10:00,m7,2022-07-07 11:31:26+10:00,,
232785,2022-07-07 11:32:23.478935+10:00,m3,2022-07-07 11:31:38+10:00,,
232879,2022-07-07 11:34:01.582817+10:00,m5,2022-07-07 11:31:40+10:00,,
233047,2022-07-07 11:32:51.520725+10:00,m8,2022-07-07 11:31:40+10:00,,
233765,2022-07-07 11:32:05.466150+10:00,m4,2022-07-07 11:31:44+10:00,,
234181,2022-07-07 11:32:05.467988+10:00,m7,2022-07-07 11:31:51+10:00,,
234378,2022-07-07 11:32:31.503538+10:00,m4,2022-07-07 11:32:05+10:00,,
234640,2022-07-07 11:32:31.489793+10:00,m7,2022-07-07 11:32:11+10:00,,
235100,2022-07-07 11:32:55.523448+10:00,m4,2022-07-07 11:32:30+10:00,,
235610,2022-07-07 11:32:47.510782+10:00,m7,2022-07-07 11:32:32+10:00,,
236188,2022-07-07 11:44:46.366509+10:00,m8,2022-07-07 11:32:50+10:00,,
236508,2022-07-07 11:34:41.635344+10:00,m3,2022-07-07 11:32:52+10:00,,
237852,2022-07-07 11:33:05.438983+10:00,hue0,2022-07-07 11:32:56+10:00,True,
238805,2022-07-07 11:33:15.534386+10:00,m7,2022-07-07 11:32:56+10:00,,
239220,2022-07-07 11:46:02.377079+10:00,hue0,2022-07-07 11:33:06+10:00,False,
241272,2022-07-07 11:33:27.555187+10:00,m4,2022-07-07 11:33:11+10:00,,
242711,2022-07-07 11:33:43.572378+10:00,m7,2022-07-07 11:33:26+10:00,,
242966,2022-07-07 11:33:55.588417+10:00,m4,2022-07-07 11:33:34+10:00,,
243110,2022-07-07 11:34:05.593356+10:00,m7,2022-07-07 11:33:46+10:00,,
244071,2022-07-07 11:34:13.608597+10:00,m4,2022-07-07 11:33:55+10:00,,
246273,2022-07-07 11:34:25.620417+10:00,m7,2022-07-07 11:34:06+10:00,,
248005,2022-07-07 11:34:47.648504+10:00,m4,2022-07-07 11:34:20+10:00,,
249894,2022-07-07 11:34:57.700155+10:00,m7,2022-07-07 11:34:39+10:00,,
250768,2022-07-07 11:35:07.669666+10:00,m4,2022-07-07 11:34:46+10:00,,
251882,2022-07-07 11:35:13.669752+10:00,m7,2022-07-07 11:34:59+10:00,,
252693,2022-07-07 11:35:29.702838+10:00,m4,2022-07-07 11:35:07+10:00,,
253370,2022-07-07 11:35:47.718821+10:00,m3,2022-07-07 11:35:19+10:00,,
254836,2022-07-07 11:35:53.723516+10:00,m7,2022-07-07 11:35:19+10:00,,
256061,2022-07-07 11:35:47.720202+10:00,m5,2022-07-07 11:35:21+10:00,,
256929,2022-07-07 11:36:01.739230+10:00,m4,2022-07-07 11:35:28+10:00,,
